############################################## User Management System log ##############################################
2020/09/13 01:37:46.860 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/13 01:37:47.222 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:76 | Creating applications user models.
2020/09/13 01:37:47.222 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:84 | Creating Identity models.
2020/09/13 01:37:47.222 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:107 | Creating log models.
2020/09/13 01:37:47.222 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:109 | ENd creating on model.
2020/09/13 01:37:57.638 [ERROR] [Microsoft.EntityFrameworkCore.Database.Command]   | Failed executing DbCommand (13ms) [Parameters=[], CommandType='Text', CommandTimeout='60']
CREATE DATABASE [UMS];
2020/09/13 01:39:02.914 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/13 01:39:03.253 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:76 | Creating applications user models.
2020/09/13 01:39:03.253 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:84 | Creating Identity models.
2020/09/13 01:39:03.253 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:107 | Creating log models.
2020/09/13 01:39:03.253 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:109 | ENd creating on model.
2020/09/13 01:40:03.064 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/13 01:40:05.487 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/09/13 01:40:05.828 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/09/13 01:40:05.833 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: C:\Users\Namchok\Desktop\สหกิจ\ums\UMS
2020/09/13 01:40:05.847 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/13 01:40:06.178 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:76 | Creating applications user models.
2020/09/13 01:40:06.178 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:84 | Creating Identity models.
2020/09/13 01:40:06.189 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:107 | Creating log models.
2020/09/13 01:40:06.189 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:109 | ENd creating on model.
2020/09/13 01:40:07.046 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/13 01:40:07.050 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:36 | Log in model.
2020/09/13 01:40:07.070 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:81 | Start log in on get.
2020/09/13 01:40:07.070 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:94 | Signing out.
2020/09/13 01:40:07.070 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:96 | Getting external authentication scheme.
2020/09/13 01:40:07.070 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:99 | End log in on get.
2020/09/13 01:40:15.743 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/13 01:40:15.743 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:36 | Log in model.
2020/09/13 01:40:15.767 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:119 | Start log in on post.
2020/09/13 01:40:15.814 [ERROR] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:142 | Your email or password is not valid.
2020/09/13 01:40:15.814 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:148 | End log in on post.
2020/09/13 01:40:47.011 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/13 01:40:47.022 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/13 01:40:47.022 [DEBUG] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:57 | Register model.
2020/09/13 01:40:47.035 [TRACE] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:110 | Register on get.
2020/09/13 01:40:47.309 [DEBUG] [UMS.Models.AccountContext]  checkUserExist:AccountContext.cs:24 | Start Account Context.
2020/09/13 01:40:47.317 [DEBUG] [UMS.Models.EditAccountContext]  checkUserExist:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/13 01:40:47.317 [TRACE] [UMS.Data.AuthDbContext]  checkUserExist:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/13 01:40:47.317 [TRACE] [UMS.Controllers.ManageUserController]  checkUserExist:ManageUserController.cs:43 | NLog injected into EditProfileController.
